Text,Lable,Social dependency
蔡徐坤人品真是没话说，越了解越佩服其为人之道，不愧我狮子座大男孩。真不知道怎么哪来这么多黑，都是闲的没事做？,0
我居然被两个蔡徐坤打败了 给樱木家丢脸了,0
蔡徐坤好可爱呀，想你呀,0
虽然最近坤坤遭遇了很多对他不认可的声音和评论，但ikun一定会守护你花花世界，静守己心，笑淡浮华,0
要努力做一个可爱的人。不埋怨谁，不嘲笑谁，也不羡慕谁，阳光下灿烂，风雨中奔跑，做自己的梦，走自己的路，做更好的自己。,0
我媳妇告诉我这个老叔叔又出来一个帅哥节目。说句真心话，那个蔡徐坤我确实觉得还不错，还有个什么南嘛...是我老了还是不了解市场，这两个节目的受众人群不是一样的么？为什么都是第一，这个人群定位是不是也相差悬殊了一些？求解释.... ,1
起初，我一直以为我们把你保护的很好，却不曾想，一直是你把我们护在身后……哥哥,0
谁能想到6点的时候我还在全神贯注写听力呢ort 之后刷了一个小时的微博qwq我真的是爱惨了白色衬衫和西装裤呜呜呜我头呢呜呜呜美颜狙击我的老天鹅一个小时过去了 我还没有冷静下来...,0
大学的时候喜欢韩国歌手张根硕，现在喜欢内地歌手音乐制作人蔡徐坤 ,1
见过蔡徐坤打球，你见过蔡徐坤的哥哥孙笑川打球吗？两人谁更厉害一点？,1
蔡徐坤好优秀的 传递正能量的男孩,1
我不该去打羽毛球，我不该去运动，我又错过了小坤，啊啊啊啊啊啊小坤真好看,0
这真的太太太甜了吧！就是很喜欢那种彼此不用说很多但又都懂的感觉,0
每天...很想你...,0
我想送你一片星海，装进所有的美梦，都给你；我想送你整个宇宙，浩瀚无垠永无边际，只有你，是唯一蔡徐坤爱你爱你,0
蔡徐坤“时间会证明一切”  “花花世界 静守己心”  “天上月 心上人”  “地球有70亿人口 409个国家 768个岛屿 而我刚好遇见你,0
宝宝蔡徐坤 看到蔡啦妈妈好想你呀啊啊啊啊,0
伴坤远航！千军万马，这里等你！,0
“没有掌声没有鲜花的时候，只有你自己知道你是怎么坚持下来的” “哪有什么无缘无故的幸运，命运早已标价。”  “你现在所经历的磨难，未来都会是你的下酒菜” 我很佩服这个男孩,0
蔡徐坤，尽管你顶级难泡我还是百无禁忌，万夫莫敌超级喜欢你,0
没有成长不负重，也没有谁生来完美，但要有勇气靠近完美，遇见最好的自己,0
央视:算了算了，还是直播菲律宾地震和斯里兰卡连环爆炸案吧……全国人民:你直播真像蔡徐坤,1
台上的霸气自信源自背后坚持不断的一遍遍辛苦练习。坚持梦想，要努力，要善良，要谦逊，是他对自己的要求，饭随爱豆，也正因为他身上的这些品质吸引了更多的粉。蔡徐坤,0
同是被黑，蔡徐坤工作室起诉B站，吴亦凡一条微博自嘲却成赢家同是被黑，蔡徐坤工作室起诉B站，吴亦凡一条微博自嘲却成赢家 ​,0
我喜欢你，清白且勇敢；我喜欢你，干净又彻底；我喜欢你，像夜晚的星空，一眼万里,0
蔡徐坤 对于你啊 是心尖尖上的喜欢 别人靠近你一点点 就会哭鼻子的那种,0
只愿与你岁月共朝暮风雨同舟繁华共赏早安亲爱的,0
现在想想好感动，我是不是反射弧特别长,1
中午翻了下微博，发现广场好干净啊，竟然没有菜黑不正常啊，刚刚又看，哦，有了，换了一波新黑法，花式黑，真的比我打榜什么的努力多了黑子继续加油哦，多一些创意拜托了！,1
从今天开始忍住不翘二郎腿用蔡徐坤保证,1
我打篮球贼像坤坤老师；有一起的么,1
律师函警告，我，蔡徐坤，一个全能的选手 ​,1
蔡徐坤游泳池人生有几件绝对不能失去的东西：自制的力量，冷静的头脑，希望和信心。,0
益生股份。可不可以涨一波？我想唱蔡徐坤的，鸡你太美,1
你专注工作的样子好像蔡徐坤；你为梦想努力拼搏的样子好像蔡徐坤；你乐观积极的生活态度好像蔡徐坤；你说到做到的超强行动力好像蔡徐坤...,1
如果没有这段视频，我也不会认识他！感谢蔡徐坤会打篮球！,1
蔡徐坤你是梦是我前行的动力你是光在黑暗中为我指路你是星点缀整片天空;你是雨滋润我的心田愿走出半生归来你还在我未变蔡徐坤,0
对科研狗的打击，你做实验像蔡徐坤……失败多少组了？怎么回事！ ,1
是个狠人！原来蔡徐坤真的有球迷！,1
打死都不能分开我们粉上蔡徐坤好像每天都在恋爱 ​,0
被这首歌洗脑了 听到就想到了我哥的这个造型,1
蔡徐坤Sexylady拿着仙女棒,1
很头痛，静不下心来，现在我干什么脑海里都是蔡徐坤在打篮球，太洗脑了这也,1
蔡徐坤，我一看见你就跟母鸡下蛋一样一天都在咯咯咯的笑不对，还跟开水煮沸一样各种啊啊啊啊的叫,1
金馆长从表情包里笑醒了！我一直忍着没笑！最后看到蔡徐坤，对不起我没忍住,0
我发现我不该嘲笑蔡徐坤的因为我不会打篮球，真的,1
苹果上架了一款名为《鸡你太美》的游戏，人物造型就是cos了蔡徐坤打篮球,1
想和蔡徐坤打篮球的一天 ​,1
还是忘不了打篮球哪个动作!,1
蔡徐坤，吃过晚饭没有？我们一起去打篮球吧！！,1
这个事情真的就很过分，每个人都有自己的不足不对吗 坤喜欢打篮球打不好怪他咯,0
人才,1
已然红到Cosplay界了，漫展上有人模范蔡徐坤打篮球,1
明明上一次打篮球的时候 还不是蔡徐坤,1
你打篮球好像蔡徐坤你穿lo好像夫人不吃鱼,1
哈哈哈，这打篮球已经上项目了,1
网上发现的图，你不是打篮球的吗？怎么打音响了？,1
汪星人看到蔡徐坤打篮球 跳舞 比粉丝还激动！！,1
不喜欢看他们演？？？？？？难道要看蔡徐坤演吗,1
最近漫展总有人cos蔡徐坤打篮球，这样好吗？！,1
蔡徐坤打篮球被电竞圈认可？LPL众选手改名回应：鸡你太美 ​,1
给手表换上蔡徐坤打篮球的动态壁纸后是不是很炫酷 ​,1
上周买了一条牛仔裤，今天发现尽然是蔡徐坤同款，然后下午要去打篮球………………… ​,1
蔡徐坤打篮球没什么想法，就想打篮球；,1
大艺术家,1
蔡徐坤真的火，现在学生打篮球都要朝对方喊蔡徐坤。 ​,1
蔡徐坤登上b站热搜第一，但是，播放量最高的却是打篮球的视频！ ​,1
有机会一起打篮球 蔡徐坤,1
太秀了吧,1
你打篮球！才像！蔡徐坤？高能预警信号！,1
荔枝新综艺从地球出发，拟邀固定嘉宾蔡徐坤，飞行刘昊然屈楚萧等，坤坤要去太空打篮球了？ ​,1
蔡徐坤新造型画风突变，烟熏妆扎小辫，比上次的高跟鞋造型还劲爆蔡徐坤现在可是娱乐圈的顶流，原本只是偶像圈的小众自嗨，但是因为一个打篮球的视频，蔡徐坤成为了B站的“大红人”。随着蔡徐坤一直状书将B站告了之后，他现在基本是圈内圈外皆知了。最近的一组新造型再次让大家惊呆了,1
这是什么神仙游戏哈哈哈哈哈 蔡徐坤打篮球 ​,1
这就是传说时长两年半的练习生？！,1
对蔡徐坤无感，但是刷个微博就各种蔡徐坤打篮球的梗，我就去看了下原视频。大概是我不懂男生对于会打篮球的定义是什么，我觉得他那视频不至于被群嘲。群嘲也就罢了，居然有人还做了个鸡身同款外型的游戏app，真的是恶臭。,0
真的不如坤坤。。,0
坤坤实红证据一 拍毕业照拍照喊茄子  班长:喊鸡你太美怎么样 全班爆笑这喊了鸡你太美 坤坤实红证据二 拿快递去菜鸟拿快递 偶遇一群小哥哥 一小哥哥走到我面前对着另一个男生说你打篮球像蔡徐坤坤坤实红证据三 去吃饭路上遇到同学 互相嘲讽 你讲话像蔡徐坤,1
蔡徐坤打篮球？？？不是=   = 老娘们打篮球。,1
难以言表的痛，感觉一年的努力，甚至几年来努力付之一炬的感觉，nba没意思了我还是去看蔡徐坤打篮球吧,0,comment:
#蔡徐坤停止与NBA合作# 蔡徐坤仅是2019年新春贺岁大使，从来都不是NBA形象大使或者代言人。而他拍摄的三则宣传片也只是以球迷身份，并未收取商业费用。蔡徐坤和粉丝始终坚持一个中国原则，祖国利益高于一切。合作已经结束，也及时表明了立场。请不要再抖机灵造谣艾特他了，善良一点。 ​
蔡徐坤打篮球为啥那么像男的，一个女生打什么篮球。,1
蔡徐坤看了要流泪，在动漫展上竟然有人cos自己打篮球的样子真的不要轻易去嘲笑别人，除非你真的忍不住 ,1
我为什么要在上课的时候看蔡徐坤打篮球哈哈哈哈哈哈哈哈哈哈哈让我先笑半节课 ​,1
蔡徐坤 谢谢你教我打篮球。不过，打得这么菜，我就不学了。还有那些脑瘫患者，明眼人都看得出来，打得真不行，还想狡辩。，脑残粉们，不是我在黑。我只是在讲述一个客观的事实。客观的。最后应该点一首鸡你太美送给大家。谢谢，谢谢大家。 ​,1
看到很多黑蔡徐坤的，我想说人家红都是自己努力的。蔡徐坤在参加星动亚洲的时候，他的水平大家都是看得出来的。喜欢他的人很多，包括老师都给出了很高的评价。为什么参加了偶像练习生，同样以努力博得了很多人的喜爱后，反而被黑得很惨。很多子虚乌有的东西，你们在那里说得和真的一样，,0
蔡徐坤真的会打篮球？曾在美国“叱咤风云”，网友：错怪他了,1
这电视砸的，跟蔡徐坤打篮球好有一比。网友评论：砸个电视还砸的那么娘。,1
哥哥今天长沙天气好好呀，暖洋洋的太阳照在身上真舒服，你那边天气怎么样呀，有没有好好吃饭好好睡觉好好照顾自己？不要熬夜噢，天气好的时候可以出外面晒晒太阳，打打篮球呀，长沙天气这么好，真想你也能来长沙看看,0
鸡你太美。有种你再跳浪点？你真是我的快乐源泉！每天都给我带来无限欢乐！,1
我梦见我打篮球，然后我还模仿蔡徐坤打篮球。。。。。。,1,comment:已然红到Cosplay界了，漫展上有人模范蔡徐坤打篮球
我现在越来越觉得蔡徐坤好惨，怎么会被黑的这么厉害，不说他打篮球到底好不好，看那个偶像练习生的时候，觉得他特别低调，也不作妖，唱歌跳舞台风什么其实都还拿的出手的。直男们怎么不黑杨超越呢，她才是德不配位啊。所以得出结论轻易不要得罪直男。 ​,1,comment:@蔡徐坤谢谢你们一直等我这是出发的舞台 也是《重生》的舞台。
我喜欢蔡徐坤打篮球 上饶,1
蔡徐坤一个唱歌不行，跳舞不行，打篮球不行。流量造假，被央视共青团打脸。错发律师函，利用B站炒作新歌发布。与杜嘉班纳合作，到现在也没表过态。出演辣鸡电视剧侮辱李小龙形象，却被介绍为青年演员。这样一个令人作呕的人称为青年代表，果然钱是个好东西 ​,0
并没有，打篮球算吗？ 你们第一次get到蔡徐坤的帅点，是什么时候？ ​,0
一起打篮球吗？,1
特别喜欢蔡徐坤打篮球，特别的有男子气概,1
谁说蔡徐坤打篮球不行，他明明还会灌篮！,1
真tm有意思！天天喷人家蔡徐坤有意思吗？你们，就是什么都不懂还瞎装b！坤粉就是喜欢蔡徐坤就是觉得坤打篮球最棒！坤自己作歌作曲，喷子你们行吗？行吗？不行滚！还有坤坤发律师函是属正当维护，不行吗嗯？这是伸张正义！你们这些喷子，没文化还到处黑。这是什么？这简直是丢人现,0
不好好打篮球。。。,0
看来ikun发力了…… 众筹买热搜。自从蔡徐坤被力元君他们模仿过后，鸡你太美霸榜了，我实在不想看蔡徐坤打篮球了！"审美疲劳" ，预计下个月蔡徐坤将在哔哩哔哩正式过气 ,1,comment:已然红到Cosplay界了，漫展上有人模范蔡徐坤打篮球
BGM出来后竟然不是蔡徐坤打篮球，差评,1
等我考完试了，也画起来。蔡徐坤喜欢打篮球，正好我喜欢看他打篮球,0
热血沸腾！体校生训练时放蔡徐坤打篮球的音乐会是什么效果？ ,1
蔡徐坤在B站上面最开始的就是恶搞鬼畜，并不是什么恶意的人身攻击。但是他的粉丝就比较亮了，看到恶搞类的直接归为恶意还喷制作人。制作人想要的就只是以鬼畜的视频带来快乐，并不是恶意针对。蔡徐坤被黑也是有自己的原因的，管不好自己的粉丝，看见不认识的人就喷，连疑是模仿蔡徐坤打篮球的也喷,0,comment:已然红到Cosplay界了，漫展上有人模范蔡徐坤打篮球
今天在爱奇艺的泡泡圈看到一个视频是真的说出了现在IKUN的心声打篮球只是蔡徐坤的爱好在偶练打篮球也只是综艺效果宣传片里只是为了宣传效果坤曾经参加过美国校队说明坤打篮球还不错他只是NBA新春贺岁大使不是代言人请放下你的偏见不要跟风不知从什么时候起大家开始流行你做什么很像蔡徐坤 ​  ,0,comment:
#蔡徐坤停止与NBA合作# 蔡徐坤仅是2019年新春贺岁大使，从来都不是NBA形象大使或者代言人。而他拍摄的三则宣传片也只是以球迷身份，并未收取商业费用。蔡徐坤和粉丝始终坚持一个中国原则，祖国利益高于一切。合作已经结束，也及时表明了立场。请不要再抖机灵造谣艾特他了，善良一点。
连我家小哥哥都知道蔡徐坤打篮球 你打球像蔡徐坤 是什么梗，我刚刚百度了才知道。,0
蔡徐坤今天在考室里，看见一个小姐姐比小哥哥还帅，不是动作就是长相！,0
其实这就本就是他的爱好而已呀，谁说爱好某样东西就一定要擅长它呢，唱歌跑调就不能因为喜欢而唱了吗？做不好的爱好就不能拿来当爱好了吗，我不懂篮球，也不知道他打的好不好，只是觉得当时的打篮球只是个大男孩想耍酷没耍好，然后就莫名其妙被拿来说事儿了,0
蔡徐坤晚安，坤哥！今天上体育课打篮球的时候我们班上的人就在说坤哥打篮球，没有认真看过坤哥，我就说我可以给你看然后他们就问我你喜欢蔡徐坤呀，我就说喜欢蔡徐坤，有人就说坤哥怎么的，有个人就说不要去诋毁别人的偶像，这句话很棒！坤哥，永远喜欢你！你会越来越棒，让全世界的人都知道你 ​ ,0
小坤呐，今天姐姐有那么一小小段时间不开心，因为今天班上打篮球然后球场上又有人说你了，事后室友叫我去球场有些事情就不要听了，但是吧，这种事情确实没法做到感同身受，我以为自己很强大，但是听到了还是有点小难受呢，但是姐姐又想，有那么多的人认可你，我这样难受对他们对你不公平，,0
谷歌看图配诗AI：输入////蔡徐坤 篮球照后出现了天雷地火,1
蔡徐坤实名可怜了。迄今为止，他除了难以言说的打篮球的视频还做过什么天理不容的事情？？怎么这么多人跟风无脑黑？是屌癌终于找到发泄对象了，还是键盘侠重出江湖了。李胜利等一群实锤的劣迹艺人都能被粉丝洗白，蔡徐坤一个刚成年的人有什么值得被网络暴力，全民指责的？？就凭一个视频？ ​,0
黑归黑 咱们坤坤起码还是会打篮球的 连续胯下 背转身 转球.. 一气呵成 那些恶搞的确实有点恶心了 特别是不会打球  甚至根本没摸过篮球的那些人还恶意模仿  模仿别人恶搞别人的时候  先看看自己几斤几两好不好 #蔡徐坤# 蔡徐坤 #蔡徐坤打篮球#  #NBA吐槽大会#  #蔡徐坤成为NBA贺岁大使#,0,comment:#蔡徐坤停止与NBA合作# 蔡徐坤仅是2019年新春贺岁大使，从来都不是NBA形象大使或者代言人。而他拍摄的三则宣传片也只是以球迷身份，并未收取商业费用。蔡徐坤和粉丝始终坚持一个中国原则，祖国利益高于一切。合作已经结束，也及时表明了立场。请不要再抖机灵造谣艾特他了，善良一点。
刚才跟室友在b站看蔡徐坤打篮球的视频 笑坏了 然后我叫室友打王者说成打篮球了,1
我想看你打篮球！！,1
哈哈哈哈全是打篮球的蔡徐坤 来啊 律师信啊 ,1
为什么微信把英文「你打篮球像蔡徐坤」翻译成「你的篮球打得真好」？？？,1
晚上和贝拉看蔡徐坤打篮球的视频快笑死我们了。太绝了。,1
刚刚和室友吵了一架，原因是我说蔡徐坤是之前在偶像练习生的时候就被全网黑。她说是因为蔡徐坤打篮球然后被全网黑。我觉得我们两个好无聊。 ​,0
快要笑死,1
太搞笑了,0
蔡徐坤做自己  我从来就不觉得喜欢打篮球和篮球打得很好有什么好争执的,0
现在排队上个厕所都能听见周围人说蔡徐坤打篮球。。真服 ​,1
给亲妹看蔡徐坤打篮球和被篮球打的视频！看看亲妹对他最真实评价！,0
坤坤教我打篮球，你打篮球的样子真的好帅，我好喜欢，我想嫁给你,1
我不是一个很关注娱乐圈的人，所以对蔡徐坤没有过多的了解最近蔡徐坤打篮球的这件事传遍了大江南北。班上似乎做了一堆蔡徐坤的黑粉还有一些路人，同学都把蔡徐坤当做笑料，很多人说要向蔡徐坤学习打篮球,0
正在上课的我要笑死了,1
我就是喜欢他打篮球的样子啊！我还喜欢他的rap啊！ ​​​但是这都不重要！我最最最喜欢跟灭霸互锤的电影,0
蔡徐坤不分场合的打篮球。,1
我今天遇到一个路人，她无恶意，她是真实的不知道蔡徐坤是歌手，以为他是打篮球的…fine…在我耐心的解释下她弄清楚了，还对我说了谢谢。我刚还在qq的文章推送那边举报了一篇造谣文章，说的有鼻子有眼，不认识的人恐怕都信了。什么穿女裙、为了代言nba晒打篮球视频什么的，,0,comment:
#蔡徐坤停止与NBA合作# 蔡徐坤仅是2019年新春贺岁大使，从来都不是NBA形象大使或者代言人。而他拍摄的三则宣传片也只是以球迷身份，并未收取商业费用。蔡徐坤和粉丝始终坚持一个中国原则，祖国利益高于一切。合作已经结束，也及时表明了立场。请不要再抖机灵造谣艾特他了，善良一点。
一直没有搞明白，说蔡徐坤唱歌唱得好就可以，但是说蔡徐坤打篮球打得好就不行？,0
鸡你太美？来来来，黑粉很会打篮球嘛，你们来，我们看你们打！还有，不好意思啊，蔡徐坤那叫业余爱好，你们没有？,1
说起来你们可能不信，刚刚manager开车送我，堵在后厂村路，我们用他的车载娱乐系统看了一路的蔡徐坤打篮球 ​,1
蔡徐坤才艺展示打篮球不容错过，一遍遍的总是看不够,1
索尼打折的样子像蔡徐坤打篮球,1
蔡徐坤除了打篮球，还会什么？,1
蔡徐坤其实也挺可怜的，那段视频里打个篮球不好看，但毕竟那身装扮打篮球确实扣分。再加上没有什么后期制作，基本属于惨案现场，所以就那样了，大家不喜欢归不喜欢，骂人就没必要了。理性一点，不要只是跟风黑就好,0
假如蔡徐坤打篮球致对手受伤，坤坤需要承担责任吗？,0
哈 今晚社会心理学pre 居然两个组做蔡徐坤,0
转发一次将获赠蔡徐坤先生的打篮球秘籍,1
蔡徐坤挑战全网澄清蔡徐坤!1.首先 梗最多的就是坤坤打篮球的事吧.首先 坤坤是NBA的形象大使!不是代言人!球迷!球迷OK?而且现在合同也到期了!人家NBA都没承认呢.黑粉咋还给升头衔了....2.坤坤巡演出现激光笔事件 自从那件事以后 只要某个艺人的演唱会出现类似于激光笔的东西 ,0,comment:
#蔡徐坤停止与NBA合作# 蔡徐坤仅是2019年新春贺岁大使，从来都不是NBA形象大使或者代言人。而他拍摄的三则宣传片也只是以球迷身份，并未收取商业费用。蔡徐坤和粉丝始终坚持一个中国原则，祖国利益高于一切。合作已经结束，也及时表明了立场。请不要再抖机灵造谣艾特他了，善良一点。
他真的就好乖好乖一小孩 说他台上台下两个样是真的完完全全两个样 可是偏偏就有人抓着他台上认真对待舞台展现业务能力的点追着嘲 谁能想到在另一个时空里 我宝就是一个帅气的二十岁男大学生 会是舞蹈社团的团长 会和兄弟们打篮球 会在夏夜去街边吃烧烤 会温柔拒绝学妹的感情 ,0,comment:@蔡徐坤谢谢你们一直等我这是出发的舞台 也是《重生》的舞台。
路上两个男孩子互相夸赞对方像蔡徐坤你唱歌像蔡徐坤你rap像蔡徐坤你打篮球像蔡徐坤,1
喜欢蔡徐坤是因为他很努力，坚持做自己喜欢的事情，才20岁就做到了很多人一生都办不到的事，他是一个歌手不明白为啥要求非得打篮球特别好，那些嘲讽蔡徐坤打篮球的人打的就好吗咋不去参加国家队呢，蔡徐坤并没有代言NBA他只是个篮球爱好者，那些不明真相就黑他的人就是个SB 你们为什么那么喜欢蔡徐坤? ​,0,comment:
#蔡徐坤停止与NBA合作# 蔡徐坤仅是2019年新春贺岁大使，从来都不是NBA形象大使或者代言人。而他拍摄的三则宣传片也只是以球迷身份，并未收取商业费用。蔡徐坤和粉丝始终坚持一个中国原则，祖国利益高于一切。合作已经结束，也及时表明了立场。请不要再抖机灵造谣艾特他了，善良一点。
蔡徐坤打篮球与鹿晗打篮球，差的不是一点点 ​,0
cos蔡徐坤打篮球，这样真的好吗,0
喜欢唱跳Rap篮球是什么梗 还有打篮球像蔡徐坤又是什么梗？,0
打篮球吗，我蔡徐坤,1
大型游戏开发行为艺术,1
商业化：死亡动画：蔡徐坤打篮球，胜利BGM：在希望的田野上,1
发现一款名为鸡你太美的游戏app内容是模仿蔡徐坤打篮球动画内容这过分了吧...... ​,0,comment:已然红到Cosplay界了，漫展上有人模范蔡徐坤打篮球
app商店上架了一款《鸡你太美》的游戏，人物造型就是cos了蔡徐坤打篮球…… ​,0,comment:已然红到Cosplay界了，漫展上有人模范蔡徐坤打篮球
最近网上一直走一些黑话，首先我不是鹿晗蔡徐坤的粉丝，但看到一些视频评论下面一直有一些这样的话，老实说，我不太懂…他们是打家劫舍了还是犯什么事了，我还百度了一下，才98年出生的孩子，惹着什么了，就这么多黑子…打篮球嘛，还不能打了？,0
某男子竟用文言文翻译出了蔡徐坤打篮球!,1
蔡徐坤急!在线等!刚刚办公室有个人在线表演了坤坤打篮球!我要怎么怼回去!在线等啊！,1
崽子学蔡徐坤打篮球,1
已然红到Cosplay界了，漫展上有人模范蔡徐坤打篮球，这真的合适吗？ ​​​​,0
给我头笑掉了,1
蔡徐坤 记得何炅何老师曾经说过：对一个你不了解的人恶言相向，这个人不是出于嫉妒，就是生活过得不如意做人对别人的评价不能只看表面 如果你深入了解的话就知道他不是这样一个人 可能黑粉对蔡徐坤的印象就是一个被粉丝弄上天的一个明星 但是他的努力没人看得到 还有就是我不打篮球谢谢,0
每一个强大的人都咬着牙度过一段没人帮忙 没人支持没人嘘寒问暖的日子 过去了 这就是你的成人礼过不去 求饶了这就是你的无底洞 ​,0
鸡你太美，不过我还是想看你打篮球,1
我就是喜欢蔡徐坤的唱跳，rap，打篮球每一项都喜欢,0
你们骂鹿晗的时候我没有站出来因为我不会演戏你们骂吴亦凡的时候我没有站出来因为我没有freestyle今天你们骂蔡徐坤我就觉得该是我站出来的时候了因为有人说我打篮球像蔡徐坤你发律师函的样子真像蔡徐坤 ​,1
蔡徐坤就是会唱 会跳 会rap 就是会打篮球 就是比你高 长得帅 又年轻 你踏马不服去跳楼,0
今天和舍友还有他男朋友一起排队打饭，我在群里看见黑画的表情包，觉得很可爱，就给舍友看看，在讨论怎么画得那么可爱的时候，他男朋友突然来句你应该去某吧看看别人怎么黑蔡徐坤，我说不用了，他就说真搞不懂他们有什么好黑的。我就回答说他们是真爱。,0
百分九少年蔡徐坤脱敏脱敏脱敏蔡徐坤打篮球很帅呀，喜欢的学长类型无疑了。,0
#蔡徐坤#嘿！一起打篮球么！,1
我不是蔡徐坤的粉 连路人都算不上  我有点脸盲 我记不住他长什么样  但是我很不理解为什么他被黑的那么厉害 虽然他打篮球那个视频很沙雕  有些极端的粉丝也脑残  但他也不至于被全网黑吧  他没杀人没放火也没吸毒  为什么提起他就觉得很鄙视  好像喜欢他是一种耻辱  “你居然喜欢蔡徐坤”,0
在地铁上看到小学生书包上都贴着蔡徐坤，我想弱弱的问一句现在的小学生是都喜欢蔡徐坤这种的吗我表示只看过他打篮球的视频,0
我们喜欢打篮球的都喜欢蔡徐坤，坤坤加油。 ​,0
蔡徐坤我打篮球好菜，像极了蔡徐坤 ​,1
#蔡徐坤打篮球#属实给整吐了 ​,0
蔡徐坤有没有人整理过坤坤天天向上打篮球视频啊?在网上搜了好久都没搜到 最近看了那一期天天向上 真的被帅到了,0
蔡徐坤打篮球vs鹿晗打篮球，我只能说没有对比就没有伤害 ​,0
我最喜欢的明星是蔡徐坤，，，可能现在他已经众所周知了吧，不管是因为什么原因，因为我也有经常听到好多人说像你打球的样子像极了蔡徐坤，你什么什么的样子像极了蔡徐坤，提起唱跳，rap篮球，music，大家可能就会想到他，但是你真的了解他吗？你知道他有什么 ​  ,0
